word,start_time,end_time,speaker,text,confidence,hate
දෙය,28.2,28.3,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
කන්ඩායම,43.9,44.4,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
හැටිය,29.7,29.8,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
ක්‍රීඩ,29.8,30.3,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
කර,26.4,26.6,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
අනි,30.7,31.3,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
අ,13.4,13.6,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
සහයෝග,31.7,32.0,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
ලැබ,27.8,28.0,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
කන්ඩායම,43.9,44.4,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
සහයෝග,31.7,32.0,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
ඇසුර,33.9,36.3,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
තරග,36.3,36.6,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
පරාජ,5.0,7.4,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
වෙ,36.9,37.1,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
මොක,20.1,21.4,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
හරි,37.4,37.5,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
හේතුව,9.2,9.5,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
තියෙ,37.9,38.0,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
සහයෝග,31.7,32.0,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
දක්ෂතා,9.8,11.0,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
කිය,39.3,39.5,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
වචන,39.5,40.4,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
දෙක,28.2,28.3,0,මේ ගැන ඔබතුමාට කියන්න තියෙන්නෙ අසාර්ථකයි අසාර්ථක වීමට හේතු පරාජය වීමට හේතුව තේරෙන්නෙ දක්ෂතා පැමිණේ පැමිණීමට නොහැකිවීම හැබැයි අපි දැක්කද ඔබතුමාලා පළපුරුදු ක්‍රීඩකයෙකු හෝ එකෙන් ප්‍රයෝජනයක් වුනා ද ගොනෙක් බැලුවද මොකද මං කෙසෙල් ලංකා ඔබගේ පඩිය වගකීම ඔබ ඉටු කරා එළඹ ඉන්න ලබා ගන්න දෙයක් නෑ කණ්ඩායමක් හැටියට ක්‍රීඩා කරද්දී අනිත් අයගේ සහයෝගය ලැබුණේ කණ්ඩායමට සහයෝගය ඇසුර තරගය පරාජය වෙන්න මොකක් හරි හේතුවක් තියෙන්න සහයෝගය දක්ෂතාව කියන වචන දෙකක් එතකොට අපේ ලංකාවේ ක්‍රිකට් කණ්ඩායම එකමුතු භාවයක් නෑ නේද කවුද කියන්නෙ හැටියට අපිට මේ විදිහට දැන් ඉන්නේ අපි දැන් වෙන්නේ,0.8503699898719788,0.27108905
